id,file_mp3,clipBegin,clipEnd
id_1,chuong62.mp3,0.000,2.928
id_2,chuong62.mp3,2.928,9.480
id_3,chuong62.mp3,9.480,11.352
id_4,chuong62.mp3,11.352,26.160
id_5,chuong62.mp3,26.160,51.168
id_6,chuong62.mp3,51.168,69.192
id_7,chuong62.mp3,69.192,79.776
id_8,chuong62.mp3,79.776,111.384
id_9,chuong62.mp3,111.384,154.344
id_10,chuong62.mp3,154.344,179.760
id_11,chuong62.mp3,179.760,198.168
id_12,chuong62.mp3,198.168,205.368
id_13,chuong62.mp3,205.368,208.296
id_14,chuong62.mp3,208.296,214.968
id_15,chuong62.mp3,214.968,216.840
id_16,chuong62.mp3,216.840,239.928
id_17,chuong62.mp3,239.928,241.800
id_18,chuong62.mp3,241.800,264.720
id_19,chuong62.mp3,264.720,277.752
id_20,chuong62.mp3,277.752,279.624
id_21,chuong62.mp3,279.624,290.136
id_22,chuong62.mp3,290.136,335.352
id_23,chuong62.mp3,335.352,346.296
id_24,chuong62.mp3,346.296,377.328
id_25,chuong62.mp3,377.328,379.200
id_26,chuong62.mp3,379.200,388.320
id_27,chuong62.mp3,388.320,400.584
id_28,chuong62.mp3,400.584,403.224
id_29,chuong62.mp3,403.224,405.504
id_30,chuong62.mp3,405.504,410.520
id_31,chuong62.mp3,410.520,412.392
id_32,chuong62.mp3,412.392,417.408
id_33,chuong62.mp3,417.408,423.456
id_34,chuong62.mp3,423.456,426.120
id_35,chuong62.mp3,426.120,428.544
id_36,chuong62.mp3,428.544,450.192
id_37,chuong62.mp3,450.192,461.112
id_38,chuong62.mp3,461.112,463.512
id_39,chuong62.mp3,463.512,466.176
id_40,chuong62.mp3,466.176,468.120
id_41,chuong62.mp3,468.120,474.984
id_42,chuong62.mp3,474.984,491.736
id_43,chuong62.mp3,491.736,493.608
id_44,chuong62.mp3,493.608,514.152
id_45,chuong62.mp3,514.152,516.024
id_46,chuong62.mp3,516.024,534.864
id_47,chuong62.mp3,534.864,546.288
id_48,chuong62.mp3,546.288,548.160
id_49,chuong62.mp3,548.160,555.816
id_50,chuong62.mp3,555.816,559.848
id_51,chuong62.mp3,559.848,565.872
id_52,chuong62.mp3,565.872,569.304
id_53,chuong62.mp3,569.304,574.008
id_54,chuong62.mp3,574.008,578.832
id_55,chuong62.mp3,578.832,580.704
id_56,chuong62.mp3,580.704,589.752
id_57,chuong62.mp3,589.752,591.624
id_58,chuong62.mp3,591.624,606.168
id_59,chuong62.mp3,606.168,608.040
id_60,chuong62.mp3,608.040,618.552
id_61,chuong62.mp3,618.552,620.424
