id,file_mp3,clipBegin,clipEnd
id_1,chuong28.mp3,0.000,3.720
id_2,chuong28.mp3,3.720,8.688
id_3,chuong28.mp3,8.688,17.976
id_4,chuong28.mp3,17.976,26.256
id_5,chuong28.mp3,26.256,28.272
id_6,chuong28.mp3,28.272,46.176
id_7,chuong28.mp3,46.176,49.968
id_8,chuong28.mp3,49.968,53.088
id_9,chuong28.mp3,53.088,67.272
id_10,chuong28.mp3,67.272,70.560
id_11,chuong28.mp3,70.560,79.944
id_12,chuong28.mp3,79.944,81.816
id_13,chuong28.mp3,81.816,86.664
id_14,chuong28.mp3,86.664,91.800
id_15,chuong28.mp3,91.800,120.816
id_16,chuong28.mp3,120.816,125.304
id_17,chuong28.mp3,125.304,127.824
id_18,chuong28.mp3,127.824,148.776
id_19,chuong28.mp3,148.776,185.160
id_20,chuong28.mp3,185.160,187.680
id_21,chuong28.mp3,187.680,191.136
id_22,chuong28.mp3,191.136,203.016
id_23,chuong28.mp3,203.016,206.400
id_24,chuong28.mp3,206.400,225.456
