id,file_mp3,clipBegin,clipEnd
id_1,chuong34.mp3,0.000,3.648
id_2,chuong34.mp3,3.648,36.072
id_3,chuong34.mp3,36.072,68.472
id_4,chuong34.mp3,68.472,80.040
id_5,chuong34.mp3,80.040,145.560
id_6,chuong34.mp3,145.560,156.888
id_7,chuong34.mp3,156.888,166.848
id_8,chuong34.mp3,166.848,194.856
id_9,chuong34.mp3,194.856,205.656
id_10,chuong34.mp3,205.656,214.248
id_11,chuong34.mp3,214.248,234.648
id_12,chuong34.mp3,234.648,246.528
id_13,chuong34.mp3,246.528,256.536
id_14,chuong34.mp3,256.536,261.912
id_15,chuong34.mp3,261.912,264.624
id_16,chuong34.mp3,264.624,267.624
id_17,chuong34.mp3,267.624,270.168
id_18,chuong34.mp3,270.168,273.264
id_19,chuong34.mp3,273.264,300.096
id_20,chuong34.mp3,300.096,307.008
id_21,chuong34.mp3,307.008,322.056
