id,file_mp3,clipBegin,clipEnd
id_1,chuong55.mp3,0.000,4.248
id_2,chuong55.mp3,4.248,22.632
id_3,chuong55.mp3,22.632,36.912
id_4,chuong55.mp3,36.912,53.064
id_5,chuong55.mp3,53.064,63.984
id_6,chuong55.mp3,63.984,125.376
id_7,chuong55.mp3,125.376,132.168
id_8,chuong55.mp3,132.168,158.712
id_9,chuong55.mp3,158.712,198.000
id_10,chuong55.mp3,198.000,223.104
id_11,chuong55.mp3,223.104,226.056
id_12,chuong55.mp3,226.056,233.832
id_13,chuong55.mp3,233.832,239.832
id_14,chuong55.mp3,239.832,250.440
id_15,chuong55.mp3,250.440,264.168
id_16,chuong55.mp3,264.168,267.648
id_17,chuong55.mp3,267.648,270.336
id_18,chuong55.mp3,270.336,279.792
