id,file_mp3,clipBegin,clipEnd
id_1,chuong29.mp3,0.000,4.104
id_2,chuong29.mp3,4.104,59.952
id_3,chuong29.mp3,59.952,61.824
id_4,chuong29.mp3,61.824,66.144
id_5,chuong29.mp3,66.144,84.144
id_6,chuong29.mp3,84.144,90.048
id_7,chuong29.mp3,90.048,100.680
id_8,chuong29.mp3,100.680,148.224
id_9,chuong29.mp3,148.224,150.720
id_10,chuong29.mp3,150.720,154.896
id_11,chuong29.mp3,154.896,162.576
id_12,chuong29.mp3,162.576,166.872
id_13,chuong29.mp3,166.872,171.576
id_14,chuong29.mp3,171.576,176.352
