id,file_mp3,clipBegin,clipEnd
id_1,chuong27.mp3,0.000,4.200
id_2,chuong27.mp3,4.200,45.936
id_3,chuong27.mp3,45.936,97.968
id_4,chuong27.mp3,97.968,108.072
id_5,chuong27.mp3,108.072,115.296
id_6,chuong27.mp3,115.296,117.600
id_7,chuong27.mp3,117.600,126.384
id_8,chuong27.mp3,126.384,157.608
id_9,chuong27.mp3,157.608,163.656
id_10,chuong27.mp3,163.656,175.464
id_11,chuong27.mp3,175.464,178.296
id_12,chuong27.mp3,178.296,196.920
id_13,chuong27.mp3,196.920,201.624
id_14,chuong27.mp3,201.624,203.496
id_15,chuong27.mp3,203.496,207.240
id_16,chuong27.mp3,207.240,213.168
id_17,chuong27.mp3,213.168,217.872
id_18,chuong27.mp3,217.872,269.472
id_19,chuong27.mp3,269.472,294.888
