id,file_mp3,clipBegin,clipEnd
id_1,chuong44.mp3,0.000,3.936
id_2,chuong44.mp3,3.936,10.272
id_3,chuong44.mp3,10.272,41.064
id_4,chuong44.mp3,41.064,52.320
id_5,chuong44.mp3,52.320,64.920
id_6,chuong44.mp3,64.920,67.272
id_7,chuong44.mp3,67.272,71.136
id_8,chuong44.mp3,71.136,85.152
id_9,chuong44.mp3,85.152,92.904
id_10,chuong44.mp3,92.904,105.528
id_11,chuong44.mp3,105.528,110.280
id_12,chuong44.mp3,110.280,129.288
id_13,chuong44.mp3,129.288,131.304
id_14,chuong44.mp3,131.304,137.136
id_15,chuong44.mp3,137.136,145.584
id_16,chuong44.mp3,145.584,147.864
id_17,chuong44.mp3,147.864,150.096
id_18,chuong44.mp3,150.096,170.184
id_19,chuong44.mp3,170.184,196.464
id_20,chuong44.mp3,196.464,208.848
id_21,chuong44.mp3,208.848,217.080
id_22,chuong44.mp3,217.080,221.928
id_23,chuong44.mp3,221.928,231.744
id_24,chuong44.mp3,231.744,250.368
id_25,chuong44.mp3,250.368,266.832
id_26,chuong44.mp3,266.832,272.496
id_27,chuong44.mp3,272.496,284.664
id_28,chuong44.mp3,284.664,296.208
