id,file_mp3,clipBegin,clipEnd
id_1,chuong07.mp3,0.000,4.056
id_2,chuong07.mp3,4.056,26.040
id_3,chuong07.mp3,26.040,39.504
id_4,chuong07.mp3,39.504,55.104
id_5,chuong07.mp3,55.104,59.616
id_6,chuong07.mp3,59.616,66.384
id_7,chuong07.mp3,66.384,82.296
id_8,chuong07.mp3,82.296,96.960
id_9,chuong07.mp3,96.960,103.056
id_10,chuong07.mp3,103.056,108.264
id_11,chuong07.mp3,108.264,112.320
id_12,chuong07.mp3,112.320,126.144
id_13,chuong07.mp3,126.144,133.248
id_14,chuong07.mp3,133.248,142.320
id_15,chuong07.mp3,142.320,150.696
id_16,chuong07.mp3,150.696,159.264
id_17,chuong07.mp3,159.264,168.720
id_18,chuong07.mp3,168.720,177.552
id_19,chuong07.mp3,177.552,188.352
id_20,chuong07.mp3,188.352,202.152
id_21,chuong07.mp3,202.152,206.688
id_22,chuong07.mp3,206.688,216.720
id_23,chuong07.mp3,216.720,229.272
