id,file_mp3,clipBegin,clipEnd
id_1,chuong30.mp3,0.000,3.888
id_2,chuong30.mp3,3.888,9.384
id_3,chuong30.mp3,9.384,34.608
id_4,chuong30.mp3,34.608,37.488
id_5,chuong30.mp3,37.488,51.888
id_6,chuong30.mp3,51.888,72.528
id_7,chuong30.mp3,72.528,83.544
id_8,chuong30.mp3,83.544,94.272
id_9,chuong30.mp3,94.272,99.840
id_10,chuong30.mp3,99.840,113.472
id_11,chuong30.mp3,113.472,121.824
id_12,chuong30.mp3,121.824,142.848
id_13,chuong30.mp3,142.848,156.072
id_14,chuong30.mp3,156.072,175.728
id_15,chuong30.mp3,175.728,184.488
id_16,chuong30.mp3,184.488,187.416
id_17,chuong30.mp3,187.416,200.376
id_18,chuong30.mp3,200.376,204.816
id_19,chuong30.mp3,204.816,206.688
id_20,chuong30.mp3,206.688,214.944
id_21,chuong30.mp3,214.944,220.872
id_22,chuong30.mp3,220.872,225.072
id_23,chuong30.mp3,225.072,230.256
id_24,chuong30.mp3,230.256,237.024
id_25,chuong30.mp3,237.024,244.824
id_26,chuong30.mp3,244.824,249.216
id_27,chuong30.mp3,249.216,257.328
id_28,chuong30.mp3,257.328,262.440
id_29,chuong30.mp3,262.440,268.296
id_30,chuong30.mp3,268.296,280.920
id_31,chuong30.mp3,280.920,295.560
id_32,chuong30.mp3,295.560,300.240
id_33,chuong30.mp3,300.240,302.472
id_34,chuong30.mp3,302.472,309.264
id_35,chuong30.mp3,309.264,316.368
id_36,chuong30.mp3,316.368,325.056
id_37,chuong30.mp3,325.056,327.384
id_38,chuong30.mp3,327.384,332.592
id_39,chuong30.mp3,332.592,335.928
id_40,chuong30.mp3,335.928,338.928
id_41,chuong30.mp3,338.928,349.824
id_42,chuong30.mp3,349.824,363.072
id_43,chuong30.mp3,363.072,369.024
