id,file_mp3,clipBegin,clipEnd
id_1,chuong38.mp3,0.000,3.720
id_2,chuong38.mp3,3.720,29.712
id_3,chuong38.mp3,29.712,51.936
id_4,chuong38.mp3,51.936,53.808
id_5,chuong38.mp3,53.808,56.808
id_6,chuong38.mp3,56.808,77.640
id_7,chuong38.mp3,77.640,81.240
id_8,chuong38.mp3,81.240,85.656
id_9,chuong38.mp3,85.656,95.568
id_10,chuong38.mp3,95.568,99.384
id_11,chuong38.mp3,99.384,104.688
id_12,chuong38.mp3,104.688,106.560
id_13,chuong38.mp3,106.560,111.696
id_14,chuong38.mp3,111.696,118.632
id_15,chuong38.mp3,118.632,149.208
id_16,chuong38.mp3,149.208,167.064
id_17,chuong38.mp3,167.064,168.984
id_18,chuong38.mp3,168.984,173.568
id_19,chuong38.mp3,173.568,177.984
id_20,chuong38.mp3,177.984,195.696
id_21,chuong38.mp3,195.696,197.568
id_22,chuong38.mp3,197.568,200.952
id_23,chuong38.mp3,200.952,204.480
id_24,chuong38.mp3,204.480,207.720
id_25,chuong38.mp3,207.720,209.592
id_26,chuong38.mp3,209.592,211.464
id_27,chuong38.mp3,211.464,214.920
id_28,chuong38.mp3,214.920,219.216
id_29,chuong38.mp3,219.216,230.784
id_30,chuong38.mp3,230.784,238.440
id_31,chuong38.mp3,238.440,248.664
id_32,chuong38.mp3,248.664,265.416
id_33,chuong38.mp3,265.416,279.360
id_34,chuong38.mp3,279.360,296.376
