id,file_mp3,clipBegin,clipEnd
id_1,chuong25.mp3,0.000,4.296
id_2,chuong25.mp3,4.296,19.944
id_3,chuong25.mp3,19.944,58.512
id_4,chuong25.mp3,58.512,90.696
id_5,chuong25.mp3,90.696,134.688
id_6,chuong25.mp3,134.688,139.392
id_7,chuong25.mp3,139.392,158.784
id_8,chuong25.mp3,158.784,215.640
id_9,chuong25.mp3,215.640,219.168
id_10,chuong25.mp3,219.168,221.640
id_11,chuong25.mp3,221.640,226.152
id_12,chuong25.mp3,226.152,229.872
id_13,chuong25.mp3,229.872,235.440
id_14,chuong25.mp3,235.440,238.344
id_15,chuong25.mp3,238.344,242.256
id_16,chuong25.mp3,242.256,247.848
id_17,chuong25.mp3,247.848,254.784
id_18,chuong25.mp3,254.784,260.520
id_19,chuong25.mp3,260.520,262.824
id_20,chuong25.mp3,262.824,265.752
id_21,chuong25.mp3,265.752,295.368
id_22,chuong25.mp3,295.368,308.952
id_23,chuong25.mp3,308.952,324.696
id_24,chuong25.mp3,324.696,337.464
id_25,chuong25.mp3,337.464,343.440
id_26,chuong25.mp3,343.440,346.896
id_27,chuong25.mp3,346.896,363.192
id_28,chuong25.mp3,363.192,374.616
id_29,chuong25.mp3,374.616,386.568
id_30,chuong25.mp3,386.568,389.232
id_31,chuong25.mp3,389.232,392.400
id_32,chuong25.mp3,392.400,394.752
id_33,chuong25.mp3,394.752,397.008
id_34,chuong25.mp3,397.008,412.488
id_35,chuong25.mp3,412.488,427.536
id_36,chuong25.mp3,427.536,437.160
