id,file_mp3,clipBegin,clipEnd
id_1,chuong09.mp3,0.000,3.888
id_2,chuong09.mp3,3.888,19.296
id_3,chuong09.mp3,19.296,27.336
id_4,chuong09.mp3,27.336,31.848
id_5,chuong09.mp3,31.848,53.016
id_6,chuong09.mp3,53.016,70.800
id_7,chuong09.mp3,70.800,83.808
id_8,chuong09.mp3,83.808,123.144
id_9,chuong09.mp3,123.144,131.016
id_10,chuong09.mp3,131.016,148.896
id_11,chuong09.mp3,148.896,177.720
id_12,chuong09.mp3,177.720,193.128
id_13,chuong09.mp3,193.128,195.816
id_14,chuong09.mp3,195.816,199.800
id_15,chuong09.mp3,199.800,201.816
id_16,chuong09.mp3,201.816,208.344
id_17,chuong09.mp3,208.344,223.728
id_18,chuong09.mp3,223.728,237.960
id_19,chuong09.mp3,237.960,243.576
id_20,chuong09.mp3,243.576,248.424
id_21,chuong09.mp3,248.424,250.968
id_22,chuong09.mp3,250.968,255.984
id_23,chuong09.mp3,255.984,266.400
id_24,chuong09.mp3,266.400,271.152
