id,file_mp3,clipBegin,clipEnd
id_1,chuong24.mp3,0.000,4.152
id_2,chuong24.mp3,4.152,17.040
id_3,chuong24.mp3,17.040,22.464
id_4,chuong24.mp3,22.464,63.312
id_5,chuong24.mp3,63.312,71.976
id_6,chuong24.mp3,71.976,83.400
id_7,chuong24.mp3,83.400,138.456
id_8,chuong24.mp3,138.456,194.688
id_9,chuong24.mp3,194.688,208.464
id_10,chuong24.mp3,208.464,263.352
id_11,chuong24.mp3,263.352,278.784
id_12,chuong24.mp3,278.784,289.968
id_13,chuong24.mp3,289.968,292.152
id_14,chuong24.mp3,292.152,325.728
id_15,chuong24.mp3,325.728,348.816
id_16,chuong24.mp3,348.816,352.776
id_17,chuong24.mp3,352.776,357.576
id_18,chuong24.mp3,357.576,381.696
id_19,chuong24.mp3,381.696,404.016
id_20,chuong24.mp3,404.016,412.296
